id,title,author,publisher,quantity,created_at,category_id
5163,Bad Girls Don't Die,Katie Alender,Personal,48,2024-06-05 21:03:36,9
5164,Atlantis Found,Clive Cussler,Personal,40,2024-06-05 21:03:36,11
5165,Asterios Polyp,David Mazzucchelli,Personal,24,2024-06-05 21:03:36,1
5166,Domes of Fire,David Eddings,Personal,79,2024-06-05 21:03:36,5
5167,"The Walking Dead, Vol. 4: The Heart's Desire","Robert Kirkman, Charlie Adlard, Cliff Rathburn",Personal,34,2024-06-05 21:03:36,3
5168,The Stonekeeper's Curse,Kazu Kibuishi,Personal,56,2024-06-05 21:03:36,4
5169,Sick Puppy,Carl Hiaasen,Personal,35,2024-06-05 21:03:36,10
5170,The Days Are Just Packed: A Calvin and Hobbes Collection,Bill Watterson,Personal,38,2024-06-05 21:03:36,12
5171,Odd Apocalypse,Dean Koontz,Personal,80,2024-06-05 21:03:36,12
5172,Surveiller et punir. Naissance de la prison,"Michel Foucault, Alan Sheridan, Thomas Mathiesen, Walter Seitter, Drago Braco Rotar",Personal,62,2024-06-05 21:03:36,4
5173,Pay It Forward,Catherine Ryan Hyde,Personal,68,2024-06-05 21:03:36,1
5174,The Creative License: Giving Yourself Permission to Be The Artist You Truly Are,Danny Gregory,Personal,56,2024-06-05 21:03:36,10
5175,満月をさがして 1,"Arina Tanemura, Tomo Kimura",Personal,65,2024-06-05 21:03:36,6
5176,Harlequin,Bernard Cornwell,Personal,36,2024-06-05 21:03:36,7
5177,Plan B: Further Thoughts on Faith,Anne Lamott,Personal,16,2024-06-05 21:03:36,1
5178,In the Company of the Courtesan,Sarah Dunant,Personal,27,2024-06-05 21:03:36,9
5179,The Skull Throne,Peter V. Brett,Personal,75,2024-06-05 21:03:36,10
5180,Devil May Cry,Sherrilyn Kenyon,Personal,46,2024-06-05 21:03:36,8
5181,Two By Two,Nicholas Sparks,Personal,80,2024-06-05 21:03:36,6
5182,Sea Glass,Anita Shreve,Personal,33,2024-06-05 21:03:36,3
5183,River Secrets,Shannon Hale,Personal,45,2024-06-05 21:03:36,7
5184,Be Careful What You Wish For,Jeffrey Archer,Personal,59,2024-06-05 21:03:36,3
5185,Inescapable,Amy A. Bartol,Personal,39,2024-06-05 21:03:36,10
5186,Illusions,Aprilynne Pike,Personal,18,2024-06-05 21:03:36,12
5187,Fatal Vision,Joe McGinniss,Personal,14,2024-06-05 21:03:36,6
5188,Gang Leader for a Day,Sudhir Venkatesh,Personal,16,2024-06-05 21:03:36,7
5189,"Magician: Apprentice (The Riftwar Saga, #1) ","Raymond E. Feist, Michael Avon Oeming, Bryan J.L. Glass, Ryan Stegman",Personal,38,2024-06-05 21:03:36,12
5190,Developing the Leader Within You,John C. Maxwell,Personal,42,2024-06-05 21:03:36,11
5191,That Hideous Strength,C.S. Lewis,Personal,66,2024-06-05 21:03:36,2
5192,The Bees,Laline Paull,Personal,72,2024-06-05 21:03:36,10
5193,Ape House,Sara Gruen,Personal,70,2024-06-05 21:03:36,10
5194,Polgara the Sorceress,"David Eddings, Leigh Eddings",Personal,28,2024-06-05 21:03:36,4
5195,China Rich Girlfriend,Kevin Kwan,Personal,66,2024-06-05 21:03:36,3
5196,A Woman After God's Own Heart,Elizabeth George,Personal,45,2024-06-05 21:03:36,3
5197,State Of The Union,Brad Thor,Personal,64,2024-06-05 21:03:36,9
5198,The Good House,Ann Leary,Personal,70,2024-06-05 21:03:36,2
5199,"Bless Me, Ultima",Rudolfo Anaya,Personal,46,2024-06-05 21:03:36,1
5200,Glamorama,Bret Easton Ellis,Personal,80,2024-06-05 21:03:36,12
5201,F is for Fugitive,Sue Grafton,Personal,28,2024-06-05 21:03:36,12
5202,"Frelseren (Harry Hole, #6)",Jo Nesbø,Personal,12,2024-06-05 21:03:36,7
5203,Seta,Alessandro Baricco,Personal,59,2024-06-05 21:03:36,3
5204,Boomerang,Tatiana de Rosnay,Personal,21,2024-06-05 21:03:36,3
5205,The Remnant: On the Brink of Armageddon,"Tim LaHaye, Jerry B. Jenkins",Personal,65,2024-06-05 21:03:36,9
5206,Il barone rampante,"Italo Calvino, Archibald Colquhoun",Personal,11,2024-06-05 21:03:36,8
5207,"Twilight: The Graphic Novel,","Stephenie Meyer, Young Kim",Personal,55,2024-06-05 21:03:36,12
5208,Raw,Belle Aurora,Personal,46,2024-06-05 21:03:36,4
5209,The Great Book of Amber,Roger Zelazny,Personal,71,2024-06-05 21:03:36,2
5210,The Darkest Lie (Lords of the Underworld #6),Gena Showalter,Personal,19,2024-06-05 21:03:36,1
5211,Czas pogardy,Andrzej Sapkowski,Personal,31,2024-06-05 21:03:36,10
5212,That Boy,Jillian Dodd,Personal,24,2024-06-05 21:03:36,2
5213,The Dressmaker,Kate Alcott,Personal,45,2024-06-05 21:03:36,7
5214,Paradise,Judith McNaught,Personal,78,2024-06-05 21:03:36,5
5215,Jumanji,Chris Van Allsburg,Personal,55,2024-06-05 21:03:36,6
5216,Replay,Ken Grimwood,Personal,30,2024-06-05 21:03:36,1
5217,Incognito: The Secret Lives of the Brain,David Eagleman,Personal,65,2024-06-05 21:03:36,9
5218,Death by Black Hole: And Other Cosmic Quandaries,Neil deGrasse Tyson,Personal,57,2024-06-05 21:03:36,2
5219,The Edible Woman,Margaret Atwood,Personal,53,2024-06-05 21:03:36,9
5220,The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,Richard Dawkins,Personal,65,2024-06-05 21:03:36,4
5222,The Pigman,Paul Zindel,Personal,28,2024-06-05 21:03:36,1
5223,Deep Storm,Lincoln Child,Personal,67,2024-06-05 21:03:36,7
5224,Abandon,Meg Cabot,Personal,25,2024-06-05 21:03:36,7
5225,The Full Cupboard of Life,Alexander McCall Smith,Personal,12,2024-06-05 21:03:36,5
5226,How to Marry a Millionaire Vampire,Kerrelyn Sparks,Personal,15,2024-06-05 21:03:36,10
5227,The Foot Book: Dr. Seuss's Wacky Book of Opposites (Bright & Early Board Books),Dr. Seuss,Personal,18,2024-06-05 21:03:36,5
5228,Beautiful Bitch,Christina Lauren,Personal,41,2024-06-05 21:03:36,12
5229,"The Recruit (Cherub, #1)",Robert Muchamore,Personal,11,2024-06-05 21:03:36,4
5230,Anatomy for the Artist,Sarah Simblet,Personal,14,2024-06-05 21:03:36,5
5231,Fermat's Enigma: The Epic Quest to Solve the World's Greatest Mathematical Problem,Simon Singh,Personal,70,2024-06-05 21:03:36,1
5232,The Christmas Box,Richard Paul Evans,Personal,48,2024-06-05 21:03:36,3
5233,My Blood Approves,Amanda Hocking,Personal,78,2024-06-05 21:03:36,9
5234,Until November,Aurora Rose Reynolds,Personal,56,2024-06-05 21:03:36,6
5235,The Bloody Chamber & Other Stories,Angela Carter,Personal,38,2024-06-05 21:03:36,4
5236,A Cook's Tour: Global Adventures in Extreme Cuisines,Anthony Bourdain,Personal,14,2024-06-05 21:03:36,4
5237,Power of Art,Simon Schama,Personal,27,2024-06-05 21:03:36,6
5238,"Finding me : A Decade of Darkness, a Life Reclaimed","Michelle Knight, Michelle Burford",Personal,17,2024-06-05 21:03:36,4
5239,Born in Shame,Nora Roberts,Personal,59,2024-06-05 21:03:36,10
5240,Return to Paradise,Simone Elkeles,Personal,16,2024-06-05 21:03:36,1
5241,My Heart and Other Black Holes,Jasmine Warga,Personal,72,2024-06-05 21:03:36,8
5242,Girl in a Band,Kim Gordon,Personal,31,2024-06-05 21:03:36,12
5243,"Ninth Grade Slays (The Chronicles of Vladimir Tod, #2)",Heather Brewer,Personal,80,2024-06-05 21:03:36,7
5244,Book of the Dead,Patricia Cornwell,Personal,55,2024-06-05 21:03:36,4
5245,The Hero with a Thousand Faces,Joseph Campbell,Personal,63,2024-06-05 21:03:36,6
5246,Bad Blood,John Sandford,Personal,29,2024-06-05 21:03:36,11
5247,Cooked: A Natural History of Transformation ,Michael Pollan,Personal,44,2024-06-05 21:03:36,4
5248,Daughter of the Blood,Anne Bishop,Personal,43,2024-06-05 21:03:36,2
5249,The Lost Gate,Orson Scott Card,Personal,13,2024-06-05 21:03:36,4
5250,"Politi (Harry Hole, #10)","Jo Nesbø, Don Bartlett",Personal,23,2024-06-05 21:03:36,1
5251,Vittorio the Vampire,Anne Rice,Personal,27,2024-06-05 21:03:36,11
5252,ふしぎ遊戯 1,"Yuu Watase, Yuji Oniki",Personal,51,2024-06-05 21:03:36,4
5253,The Lace Reader,Brunonia Barry,Personal,58,2024-06-05 21:03:36,6
5254,Anne Rice's The Tale of the Body Thief (Graphic Novel),"Faye Perozich, Travis Moore, Michael Halbleib, Daerick Gröss, Anne Rice",Personal,29,2024-06-05 21:03:36,2
5255,The Lone Ranger and Tonto Fistfight in Heaven,Sherman Alexie,Personal,48,2024-06-05 21:03:36,12
5256,"A Stroke of Midnight (Merry Gentry, #4)",Laurell K. Hamilton,Personal,70,2024-06-05 21:03:36,1
5257,The Chemist,Stephenie Meyer,Personal,37,2024-06-05 21:03:36,7
5258,Empress Orchid,Anchee Min,Personal,65,2024-06-05 21:03:36,4
5259,"And Another Thing... (Hitchhiker's Guide to the Galaxy, #6)",Eoin Colfer,Personal,25,2024-06-05 21:03:36,7
5260,UNKNOWN_5298,Kathy Reichs,Personal,60,2024-06-05 21:03:36,4
5261,Damaged,H.M. Ward,Personal,72,2024-06-05 21:03:36,6
5262,The Princess and the Goblin,"George MacDonald, Arthur Hughes",Personal,55,2024-06-05 21:03:36,6
5263,Predikanten,"Camilla Läckberg, Steven T. Murray",Personal,64,2024-06-05 21:03:36,4
5264,There's a Wocket in My Pocket,Dr. Seuss,Personal,16,2024-06-05 21:03:36,10
5266,The Gatecrasher,Madeleine Wickham,Personal,77,2024-06-05 21:03:36,2
5267,The Confusion,Neal Stephenson,Personal,35,2024-06-05 21:03:36,11
5268,Raising Steam,Terry Pratchett,Personal,71,2024-06-05 21:03:36,11
5269,Independent Study,Joelle Charbonneau,Personal,53,2024-06-05 21:03:36,10
5270,X,Sue Grafton,Personal,45,2024-06-05 21:03:36,3
5271,Lord of Light,"Roger Zelazny, Sönmez Güven",Personal,68,2024-06-05 21:03:36,12
5272,Esio Trot,"Roald Dahl, Quentin Blake",Personal,51,2024-06-05 21:03:36,2
5273,Hellboy: The Chained Coffin and Others,Mike Mignola,Personal,79,2024-06-05 21:03:36,4
5274,A Simple Plan,Scott B. Smith,Personal,12,2024-06-05 21:03:36,5
5275,Run for Your Life,"James Patterson, Michael Ledwidge",Personal,14,2024-06-05 21:03:36,10
5276,Play It as It Lays,"Joan Didion, David Thomson",Personal,70,2024-06-05 21:03:37,7
5277,Dime Store Magic,Kelley Armstrong,Personal,54,2024-06-05 21:03:37,8
5278,Blue Mars ,Kim Stanley Robinson,Personal,29,2024-06-05 21:03:37,4
5279,As Valkírias,"Paulo Coelho, Alan R. Clarke",Personal,61,2024-06-05 21:03:37,10
5281,Please Ignore Vera Dietz,A.S. King,Personal,23,2024-06-05 21:03:37,10
5282,The Spook's Curse,"Joseph Delaney, Patrick  Arrasmith",Personal,21,2024-06-05 21:03:37,3
5283,The Struggle,L.J. Smith,Personal,55,2024-06-05 21:03:37,3
5284,The Dark Highlander,Karen Marie Moning,Personal,36,2024-06-05 21:03:37,4
5285,The Immortal Highlander ,Karen Marie Moning,Personal,51,2024-06-05 21:03:37,1
5286,"No god but God: The Origins, Evolution, and Future of Islam",Reza Aslan,Personal,66,2024-06-05 21:03:37,8
5287,Valis,Philip K. Dick,Personal,14,2024-06-05 21:03:37,9
5288,"Le deuxième sexe: I. Les faits et les mythes, II. L'expérience vécue","Simone de Beauvoir, H.M. Parshley, Deirdre Bair",Personal,43,2024-06-05 21:03:37,2
5289,The Runaway King,Jennifer A. Nielsen,Personal,26,2024-06-05 21:03:37,8
5290,"Dragon Wing (The Death Gate Cycle, #1)","Margaret Weis, Tracy Hickman",Personal,68,2024-06-05 21:03:37,11
5291,Jailbird,Kurt Vonnegut Jr.,Personal,71,2024-06-05 21:03:37,11
5292,Y: The Last Man Vol. 9: Motherland,"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",Personal,57,2024-06-05 21:03:37,3
5293,Ilium,Dan Simmons,Personal,25,2024-06-05 21:03:37,3
5294,The Highly Sensitive Person - How to Thrive when the World Overwhelms You,Elaine N. Aron,Personal,17,2024-06-05 21:03:37,10
5295,The Palace of Illusions,Chitra Banerjee Divakaruni,Personal,23,2024-06-05 21:03:37,8
5296,The First American: The Life and Times of Benjamin Franklin,H.W. Brands,Personal,67,2024-06-05 21:03:37,11
5297,Dance of Death,"Douglas Preston, Lincoln Child",Personal,21,2024-06-05 21:03:37,9
5298,This World We Live In,Susan Beth Pfeffer,Personal,32,2024-06-05 21:03:37,7
5299,Hunter × Hunter #1,"Yoshihiro Togashi, 冨樫 義博",Personal,25,2024-06-05 21:03:37,11
5300,Vengeance in Death,J.D. Robb,Personal,69,2024-06-05 21:03:37,12
5301,To Say Nothing of the Dog,Connie Willis,Personal,55,2024-06-05 21:03:37,7
5302,The Gift,"James Patterson, Ned Rust",Personal,21,2024-06-05 21:03:37,3
5303,The Terminal Man,Michael Crichton,Personal,69,2024-06-05 21:03:37,2
5304,A Song of Ice and Fire Graphic Novels,"Daniel Abraham, George R.R. Martin, Tommy Patterson",Personal,55,2024-06-05 21:03:37,11
5305,White Cat,Holly Black,Personal,65,2024-06-05 21:03:37,2
5306,Where I’m Calling From: The Selected Stories,Raymond Carver,Personal,44,2024-06-05 21:03:37,7
5307,Something Rotten,Jasper Fforde,Personal,11,2024-06-05 21:03:37,8
5308,The Land of the Painted Caves,Jean M. Auel,Personal,34,2024-06-05 21:03:37,5
5309,Autobiography of a Face,Lucy Grealy,Personal,63,2024-06-05 21:03:37,4
5310,Vanishing Girls,Lauren Oliver,Personal,11,2024-06-05 21:03:37,3
5311,Snow White and the Seven Dwarfs,Walt Disney Company,Personal,45,2024-06-05 21:03:37,12
5312,Darke,"Angie Sage, Mark Zug",Personal,15,2024-06-05 21:03:37,4
5313,The Wimpy Kid Movie Diary: How Greg Heffley Went Hollywood,Jeff Kinney,Personal,10,2024-06-05 21:03:37,5
5314,The Thin Man,Dashiell Hammett,Personal,72,2024-06-05 21:03:37,11
5315,Trading Up,Candace Bushnell,Personal,77,2024-06-05 21:03:37,3
5316,The Uplift War,David Brin,Personal,48,2024-06-05 21:03:37,9
5317,Rage of a Demon King (The Serpentwar Saga #3),Raymond E. Feist,Personal,80,2024-06-05 21:03:37,10
5318,Lucky Jim,"Kingsley Amis, David Lodge",Personal,64,2024-06-05 21:03:37,2
5319,A Faint Cold Fear,Karin Slaughter,Personal,57,2024-06-05 21:03:37,6
5320,The Rose Society,Marie Lu,Personal,68,2024-06-05 21:03:37,7
5321,Angel Falls,Kristin Hannah,Personal,32,2024-06-05 21:03:37,3
5322,Waiting For You,Susane Colasanti,Personal,59,2024-06-05 21:03:37,6
5323,The Short and Tragic Life of Robert Peace: A Brilliant Young Man Who Left Newark for the Ivy League,Jeff Hobbs,Personal,19,2024-06-05 21:03:37,12
5324,UNKNOWN_5363,Li Cunxin,Personal,75,2024-06-05 21:03:37,9
5325,The Neighbor,Lisa Gardner,Personal,75,2024-06-05 21:03:37,7
5326,Y: The Last Man Vol. 10: Whys And Wherefores,"Brian K. Vaughan, Pia Guerra, José Marzán Jr.",Personal,11,2024-06-05 21:03:37,3
5327,Eon,Greg Bear,Personal,31,2024-06-05 21:03:37,6
5328,The Summer Before the War,Helen Simonson,Personal,28,2024-06-05 21:03:37,1
5329,"Erinnerungen, Träume, Gedanken von C.G. Jung","C.G. Jung, Aniela Jaffé, Richard Winston, Clara Winston",Personal,16,2024-06-05 21:03:37,5
5330,Bullet,Laurell K. Hamilton,Personal,17,2024-06-05 21:03:37,9
5331,The Scottish Prisoner,Diana Gabaldon,Personal,54,2024-06-05 21:03:37,2
5332,Reunion,Meg Cabot,Personal,38,2024-06-05 21:03:37,4
5333,بيكاسو وستاربكس,ياسر حارب,Personal,17,2024-06-05 21:03:37,1
5334,Směšné lásky ,"Milan Kundera, Suzanne Rappaport",Personal,71,2024-06-05 21:03:37,7
5335,The Secret Diaries of Miss Miranda Cheever,Julia Quinn,Personal,10,2024-06-05 21:03:37,10
5336,The Constitution of the United States of America,Founding Fathers,Personal,49,2024-06-05 21:03:37,12
5337,Gustav Klimt: le monde comme une forme féminine,Gilles Néret,Personal,24,2024-06-05 21:03:37,9
5338,Under the Volcano,Malcolm Lowry,Personal,19,2024-06-05 21:03:37,11
5339,Sleep tight,Rachel Abbott,Personal,48,2024-06-05 21:03:37,4
5340,Dinosaurs Before Dark,"Mary Pope Osborne, Salvatore Murdocca",Personal,36,2024-06-05 21:03:37,7
5341,Have Space Suit - Will Travel,Robert A. Heinlein,Personal,54,2024-06-05 21:03:37,8
5342,The Sea Wolf,Jack London,Personal,23,2024-06-05 21:03:37,7
5343,Darkest Hour,Meg Cabot,Personal,56,2024-06-05 21:03:37,11
5344,Hark! A Vagrant,Kate Beaton,Personal,30,2024-06-05 21:03:37,4
5345,The Dive From Clausen's Pier,Ann Packer,Personal,64,2024-06-05 21:03:37,9
5346,Der Tod in Venedig,"Thomas Mann, Michael Henry Heim, Michael Cunningham",Personal,41,2024-06-05 21:03:37,11
5347,The Tibetan Book of Living and Dying,"Sogyal Rinpoche, Andrew Harvey",Personal,17,2024-06-05 21:03:37,3
5348,Enchantment,Orson Scott Card,Personal,10,2024-06-05 21:03:37,8
5349,The Fall of the House of Usher ,Edgar Allan Poe,Personal,42,2024-06-05 21:03:37,6
5350,The Soldiers of Halla,D.J. MacHale,Personal,41,2024-06-05 21:03:37,12
5351,Regeneration,Pat Barker,Personal,75,2024-06-05 21:03:37,5
5352,Four: The Initiate,Veronica Roth,Personal,71,2024-06-05 21:03:37,9
5353,Lucky Man,Michael J. Fox,Personal,27,2024-06-05 21:03:37,8
5354,The Penelopiad,Margaret Atwood,Personal,46,2024-06-05 21:03:37,4
5355,The Starter Wife,Gigi Levangie Grazer,Personal,54,2024-06-05 21:03:37,7
5356,"Fables, Volume 2: Animal Farm","Bill Willingham, Mark Buckingham, Steve Leialoha, James Jean",Personal,21,2024-06-05 21:03:37,1
5357,The Fire Next Time,"James     Baldwin, Kıvanç Güney",Personal,38,2024-06-05 21:03:37,10
5358,Don't Let the Pigeon Stay Up Late!,Mo Willems,Personal,49,2024-06-05 21:03:37,10
5359,We3,"Grant Morrison, Frank Quitely",Personal,66,2024-06-05 21:03:37,2
5360,Princess in Pink,Meg Cabot,Personal,36,2024-06-05 21:03:37,6
5361,"The Coffin Club (Vampire Kisses, #5)",Ellen Schreiber,Personal,69,2024-06-05 21:03:37,4
5362,Main Street,Sinclair Lewis,Personal,42,2024-06-05 21:03:37,11
5363,Percy Jackson's Greek Gods,"Rick Riordan, John Rocco",Personal,45,2024-06-05 21:03:37,8
5364,Dairy Queen,Catherine Gilbert Murdock,Personal,52,2024-06-05 21:03:37,6
5365,Telegraph Avenue,Michael Chabon,Personal,48,2024-06-05 21:03:37,9
5366,Genesis,Karin Slaughter,Personal,80,2024-06-05 21:03:37,1
5367,The Book of Speculation,Erika Swyler,Personal,51,2024-06-05 21:03:37,3
5368,Flirt,Laurell K. Hamilton,Personal,28,2024-06-05 21:03:37,9
5369,Inner Harbor (Chesapeake Bay Saga #3),Nora Roberts,Personal,70,2024-06-05 21:03:37,12
5370,Bite Me,Christopher Moore,Personal,15,2024-06-05 21:03:37,11
5371,Zen of Seeing: Seeing/Drawing as Meditation,Frederick Franck,Personal,60,2024-06-05 21:03:37,8
5372,Green Rider,Kristen Britain,Personal,28,2024-06-05 21:03:37,4
5373,The Dragonriders of Pern,Anne McCaffrey,Personal,51,2024-06-05 21:03:37,4
5374,"Boy, Snow, Bird",Helen Oyeyemi,Personal,10,2024-06-05 21:03:37,9
5375,E Is for Evidence,Sue Grafton,Personal,23,2024-06-05 21:03:37,7
5376,"The Social Animal: The Hidden Sources of Love, Character, and Achievement",David  Brooks,Personal,70,2024-06-05 21:03:37,6
5377,Solar,Ian McEwan,Personal,68,2024-06-05 21:03:37,2
5378,The Structure of Scientific Revolutions,Thomas S. Kuhn,Personal,44,2024-06-05 21:03:37,2
5379,Small Island,Andrea Levy,Personal,27,2024-06-05 21:03:37,6
5380,A Great Reckoning,Louise Penny,Personal,46,2024-06-05 21:03:37,7
5381,The Sky is Falling,Sidney Sheldon,Personal,47,2024-06-05 21:03:37,8
5382,UNKNOWN_5423,Peter M. Senge,Personal,43,2024-06-05 21:03:37,10
5383,Sonnenfinsternis,"Arthur Koestler, Daphne Hardy",Personal,11,2024-06-05 21:03:37,5
5384,The Perfect Play,Jaci Burton,Personal,72,2024-06-05 21:03:37,3
5385,Straight Talking,Jane Green,Personal,47,2024-06-05 21:03:37,9
5386,"Dauntless (The Lost Fleet, #1)",Jack Campbell,Personal,39,2024-06-05 21:03:37,5
5387,The Curse of Chalion,Lois McMaster Bujold,Personal,70,2024-06-05 21:03:37,3
5388,Me & Emma,Elizabeth Flock,Personal,26,2024-06-05 21:03:37,2
5389,"Chesapeake Blue (Chesapeake Bay Saga, #4)",Nora Roberts,Personal,23,2024-06-05 21:03:37,12
5390,Ash,Malinda Lo,Personal,64,2024-06-05 21:03:37,7
5391,The Burning Land,Bernard Cornwell,Personal,31,2024-06-05 21:03:37,3
5392,"Second Helpings (Jessica Darling, #2)",Megan McCafferty,Personal,18,2024-06-05 21:03:37,9
5393,Diane Arbus: An Aperture Monograph,"Diane Arbus, Stan Grossfeld, Doon Arbus, Marvin Israel",Personal,76,2024-06-05 21:03:37,8
5394,"The Earth, My Butt, and Other Big Round Things",Carolyn Mackler,Personal,53,2024-06-05 21:03:37,4
5395,Lord Jim,Joseph Conrad,Personal,66,2024-06-05 21:03:37,4
5396,A Color of His Own,Leo Lionni,Personal,52,2024-06-05 21:03:37,9
5397,Don't Panic: The Official Hitchhikers Guide to the Galaxy Companion,Neil Gaiman,Personal,47,2024-06-05 21:03:37,4
5398,Things Not Seen,Andrew Clements,Personal,11,2024-06-05 21:03:37,11
5399,House,"Frank E. Peretti, Ted Dekker",Personal,79,2024-06-05 21:03:37,5
5400,Vicious,"V.E. Schwab, Victoria Schwab",Personal,48,2024-06-05 21:03:37,6
5401,Raise the Titanic!,Clive Cussler,Personal,19,2024-06-05 21:03:37,2
5402,The Supernaturalist,Eoin Colfer,Personal,54,2024-06-05 21:03:37,10
5403,Queen of Babble in the Big City,Meg Cabot,Personal,11,2024-06-05 21:03:38,4
5404,Yertle the Turtle (Classic Seuss),Dr. Seuss,Personal,15,2024-06-05 21:03:38,10
5405,UNKNOWN_5446,Camron Wright,Personal,44,2024-06-05 21:03:38,1
5406,Family Matters,Rohinton Mistry,Personal,17,2024-06-05 21:03:38,4
5407,The Happiest Baby on the Block,Harvey Karp,Personal,44,2024-06-05 21:03:38,11
5408,Until You,"Penelope Douglas, Nelson Hobbs",Personal,30,2024-06-05 21:03:38,2
5409,Perahu Kertas,Dee Lestari,Personal,72,2024-06-05 21:03:38,2
5410,Schooled,Gordon Korman,Personal,68,2024-06-05 21:03:38,8
5411,It Starts with Food: Discover the Whole30 and Change Your Life in Unexpected Ways,"Dallas Hartwig, Melissa Hartwig",Personal,70,2024-06-05 21:03:38,10
5412,Merle's Door: Lessons from a Freethinking Dog,Ted Kerasote,Personal,47,2024-06-05 21:03:38,9
5413,Brian's Winter,Gary Paulsen,Personal,40,2024-06-05 21:03:38,10
5414,How the Garcia Girls Lost Their Accents ,Julia Alvarez,Personal,53,2024-06-05 21:03:38,9
5415,Be with Me,"J. Lynn, Jennifer L. Armentrout",Personal,65,2024-06-05 21:03:38,4
5416,"Jo's Boys, and How They Turned Out: A Sequel to ""Little Men""",Louisa May Alcott,Personal,25,2024-06-05 21:03:38,7
5417,Home ,Harlan Coben,Personal,67,2024-06-05 21:03:38,4
5418,Notes of a Dirty Old Man,Charles Bukowski,Personal,30,2024-06-05 21:03:38,10
5419,Fasandræberne,"Jussi Adler-Olsen, K.E. Semmel",Personal,26,2024-06-05 21:03:38,5
